[2018-09-06 11:06:56] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//span[@class='alert-close-zhaopin']"}
[2018-09-06 11:06:56] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"34d92432-d504-4e04-9dfb-1d16a320a8df"}}'
[2018-09-06 11:06:56] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:56] remote_connection.py [line:486] [DEBUG]  GET http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/34d92432-d504-4e04-9dfb-1d16a320a8df/displayed {"id": "34d92432-d504-4e04-9dfb-1d16a320a8df"}
[2018-09-06 11:06:56] remote_connection.py [line:543] [DEBUG]  b'{"value":true}'
[2018-09-06 11:06:56] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:56] remote_connection.py [line:486] [DEBUG]  GET http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/34d92432-d504-4e04-9dfb-1d16a320a8df/enabled {"id": "34d92432-d504-4e04-9dfb-1d16a320a8df"}
[2018-09-06 11:06:56] remote_connection.py [line:543] [DEBUG]  b'{"value":true}'
[2018-09-06 11:06:56] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:56] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/34d92432-d504-4e04-9dfb-1d16a320a8df/click {"id": "34d92432-d504-4e04-9dfb-1d16a320a8df"}
[2018-09-06 11:06:56] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:56] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:57] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//a[@id='zh_click_s']"}
[2018-09-06 11:06:57] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"1b7bbc32-083f-44bd-ab51-cd70140c1e8e"}}'
[2018-09-06 11:06:57] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:57] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/1b7bbc32-083f-44bd-ab51-cd70140c1e8e/click {"id": "1b7bbc32-083f-44bd-ab51-cd70140c1e8e"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//input[@id='username']"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"d5819446-e98e-4c0f-8c4c-9114f88ce485"}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/d5819446-e98e-4c0f-8c4c-9114f88ce485/clear {"id": "d5819446-e98e-4c0f-8c4c-9114f88ce485"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//input[@id='username']"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"d5819446-e98e-4c0f-8c4c-9114f88ce485"}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/d5819446-e98e-4c0f-8c4c-9114f88ce485/value {"text": "a123", "value": ["a", "1", "2", "3"], "id": "d5819446-e98e-4c0f-8c4c-9114f88ce485"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//input[@id='password']"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"538948d1-f987-4ba7-aa1a-ba02c471049c"}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/538948d1-f987-4ba7-aa1a-ba02c471049c/clear {"id": "538948d1-f987-4ba7-aa1a-ba02c471049c"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//input[@id='password']"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"538948d1-f987-4ba7-aa1a-ba02c471049c"}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/538948d1-f987-4ba7-aa1a-ba02c471049c/value {"text": "123hualongdata", "value": ["1", "2", "3", "h", "u", "a", "l", "o", "n", "g", "d", "a", "t", "a"], "id": "538948d1-f987-4ba7-aa1a-ba02c471049c"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//input[@id='loginBtn']"}
[2018-09-06 11:06:58] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"b7a942b6-21c3-45cc-a8da-53b1922b84b4"}}'
[2018-09-06 11:06:58] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:58] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element/b7a942b6-21c3-45cc-a8da-53b1922b84b4/click {"id": "b7a942b6-21c3-45cc-a8da-53b1922b84b4"}
[2018-09-06 11:06:59] remote_connection.py [line:543] [DEBUG]  b'{"value": {}}'
[2018-09-06 11:06:59] remote_connection.py [line:574] [DEBUG]  Finished Request
[2018-09-06 11:06:59] remote_connection.py [line:486] [DEBUG]  POST http://127.0.0.1:53735/session/b894cc4f-f179-4318-88b8-0fae83cba075/element {"using": "xpath", "value": "//div[@id='outsideAlert-zhaopin']"}
[2018-09-06 11:06:59] remote_connection.py [line:543] [DEBUG]  b'{"value":{"element-6066-11e4-a52e-4f735466cecf":"6a066e36-220f-4f49-8387-4bb30ada69eb"}}'
